,InvoiceID,Date,ProductID,TotalSales,Discount,CustomerID,Quantity
87,369,30-12-2019,246,830.847458,149.552542,230,4
88,369,30-12-2019,1793,1175.423729,211.576271,230,4
89,370,30-12-2019,530,881.355932,158.644068,420,4
90,371,31-12-2019,111,253.389831,45.610169,170,1
91,372,31-12-2019,1777,334.745763,60.254237,225,1
92,373,31-12-2019,252,1016.949153,183.050847,474,4
93,374,31-12-2019,543,1642.372881,295.627119,506,12
94,375,31-12-2019,99,269.491525,48.508475,122,1
95,376,31-12-2019,531,1593.220339,286.779661,481,8
96,377,31-12-2019,1793,3355.932203,604.067797,191,12
97,378,31-12-2019,164,216.101695,38.898305,270,1
98,379,31-12-2019,1468,1419.491525,255.508475,267,4
99,380,31-12-2019,531,745.762712,134.237288,234,4
100,380,31-12-2019,527,694.915254,125.084746,234,4
101,380,31-12-2019,525,1423.728814,256.271186,234,8
102,381,31-12-2019,1830,3944.915254,710.084746,343,20
103,382,31-12-2019,1159,3338.033898,600.846102,122,4
104,383,31-12-2019,1797,1508.474576,271.525424,315,4
105,384,31-12-2019,387,1423.728814,256.271186,343,4
106,385,31-12-2019,215,1280.067797,230.412203,230,4
107,385,31-12-2019,217,524.110169,94.339831,230,1
108,385,31-12-2019,218,763.220339,137.379661,230,4
109,385,31-12-2019,218,733.423729,132.016271,230,4
110,385,31-12-2019,192,950,171,230,4
111,385,31-12-2019,192,950,171,230,4
112,385,31-12-2019,37,4453.559322,801.640678,230,4
113,385,31-12-2019,576,272.923729,49.126271,230,1
114,385,31-12-2019,728,1046.610169,188.389831,230,2
115,385,31-12-2019,1793,587.711864,105.788136,230,2
116,385,31-12-2019,931,1127.118644,202.881356,230,2
117,385,31-12-2019,1569,3890.169492,700.230508,230,4
118,391,18-09-2019,1345,2966.08,0,331,4
119,392,05-10-2019,1008,1830.51,-0.00152,252,2
120,392,05-10-2019,1248,1864.41,-0.00322,252,2
121,393,21-10-2019,224,1101.68,0,276,4
122,394,01-07-2019,247,772.881356,139.118644,80,4
123,394,01-07-2019,218,2769.491525,498.508475,80,16
124,395,02-07-2019,387,705.084746,126.915254,245,2
125,396,02-07-2019,804,1080.508475,194.491525,452,1
126,397,02-07-2019,1919,2033.898305,366.101695,245,12
127,398,02-07-2019,224,932.20339,167.79661,44,4
128,399,02-07-2019,1919,711.864407,128.135593,69,4
129,399,02-07-2019,1502,677.966102,122.033898,69,4
130,399,02-07-2019,1588,559.322034,100.677966,69,4
131,400,02-07-2019,1756,2623.728814,472.271186,54,8
132,401,02-07-2019,1473,398.305085,71.694915,185,2
133,402,02-07-2019,1556,1016.949153,183.050847,481,4
134,403,02-07-2019,1756,1338.983051,241.016949,234,4
135,403,02-07-2019,751,502.542373,90.457627,234,1
136,403,02-07-2019,770,906.779661,163.220339,234,2
137,404,02-07-2019,1475,398.305085,71.694915,497,2
138,405,02-07-2019,673,4951.271186,891.228814,420,30
139,406,02-07-2019,59,756.779661,136.220339,181,4
140,407,02-07-2019,218,1038.559322,186.940678,101,6
141,407,02-07-2019,218,728.813559,131.186441,101,4
142,408,02-07-2019,1502,733.898305,132.101695,449,4
143,409,02-07-2019,1870,584.745763,105.254237,320,2
144,410,02-07-2019,6,921.423729,165.856271,230,1
145,410,02-07-2019,536,975.864407,175.655593,230,4
146,411,02-07-2019,1756,1338.983051,241.016949,405,4
147,412,03-07-2019,217,584.745763,105.254237,167,1
148,413,03-07-2019,1128,1593.220339,286.779661,13,8
149,414,03-07-2019,381,788.135593,141.864407,185,2
150,415,03-07-2019,747,301.90678,54.34322,66,1
151,416,03-07-2019,550,920.338983,165.661017,424,2
152,417,03-07-2019,251,1694.237288,304.962712,54,8
153,417,03-07-2019,1646,913.525424,164.434576,54,4
154,418,03-07-2019,1756,2008.474576,361.525424,336,6
155,419,03-07-2019,900,801.491525,144.268475,301,2
156,420,03-07-2019,882,364.40678,65.59322,497,2
157,421,03-07-2019,1236,1400.847458,252.152542,330,1
158,422,03-07-2019,142,1084.745763,195.254237,375,4
159,423,03-07-2019,251,821.186441,147.813559,52,4
160,424,03-07-2019,1906,1720.338983,309.661017,263,2
161,425,04-07-2019,1128,1194.915254,215.084746,13,6
162,426,04-07-2019,250,335.59322,60.40678,44,1
163,427,04-07-2019,484,3525.423729,634.576271,58,26
164,428,04-07-2019,152,1406.779661,253.220339,121,4
165,429,04-07-2019,1854,2989.830508,538.169492,226,4
166,430,04-07-2019,113,847.067797,152.472203,213,2
167,431,04-07-2019,1641,563.559322,101.440678,57,2
168,432,04-07-2019,1874,904.237288,162.762712,25,4
169,433,04-07-2019,1718,354.237288,63.762712,241,1
170,434,04-07-2019,1756,1311.864407,236.135593,321,4
171,435,04-07-2019,193,3050.847458,549.152542,270,12
172,436,04-07-2019,1209,1440.677966,259.322034,126,2
173,437,04-07-2019,1128,1593.220339,286.779661,13,8
174,438,04-07-2019,1128,1702.754237,306.495763,15,9
175,439,04-07-2019,540,1062.711864,191.288136,58,8
176,440,04-07-2019,66,1230.508475,221.491525,17,4
177,441,04-07-2019,1475,398.305085,71.694915,134,2
178,442,04-07-2019,1343,2739.677966,493.142034,230,2
179,442,04-07-2019,1293,887.601695,159.768305,230,1
180,442,04-07-2019,1296,407.855932,73.414068,230,1
181,442,04-07-2019,1436,416.322034,74.937966,230,1
182,443,05-07-2019,1458,1694.915254,305.084746,15,8
183,444,05-07-2019,1462,1898.305085,341.694915,15,8
184,445,05-07-2019,1459,1463.423729,263.416271,488,4
185,446,05-07-2019,1462,950,171,506,4
186,446,05-07-2019,540,1062.711864,191.288136,506,8
187,447,05-07-2019,540,1677.966102,302.033898,488,12
188,447,05-07-2019,1462,2000,360,488,8
189,448,05-07-2019,527,2779.661017,500.338983,405,16
190,449,05-07-2019,413,772.220339,138.999661,122,2
191,450,05-07-2019,1462,500,90,424,2
192,451,05-07-2019,540,1118.644068,201.355932,93,8
193,452,05-07-2019,540,3355.932203,604.067797,415,24
194,453,05-07-2019,540,1677.966102,302.033898,133,12
195,453,05-07-2019,1458,1796.610169,323.389831,133,8
196,453,05-07-2019,1462,5000,900,133,20
197,454,05-07-2019,1462,1000,180,134,4
198,454,05-07-2019,1458,898.305085,161.694915,134,4
199,454,05-07-2019,540,559.322034,100.677966,134,4
200,455,05-07-2019,900,800,144,344,2
201,456,05-07-2019,198,762.711864,137.288136,290,2
202,457,05-07-2019,540,3985.169492,717.330508,80,30
203,457,05-07-2019,1456,1246.711864,224.408136,80,4
204,458,05-07-2019,247,813.559322,146.440678,213,4
205,459,05-07-2019,521,1229.152542,221.247458,226,8
206,460,05-07-2019,251,432.20339,77.79661,213,2
207,461,05-07-2019,764,1949.152542,350.847458,474,4
208,462,05-07-2019,1662,346.186441,62.313559,66,2
209,463,05-07-2019,1079,766.101695,137.898305,17,2
210,464,05-07-2019,547,716.898305,129.041695,424,2
211,465,05-07-2019,545,711.864407,128.135593,227,4
212,465,05-07-2019,540,542.372881,97.627119,227,4
213,465,05-07-2019,532,881.355932,158.644068,227,4
214,465,05-07-2019,1456,1254.237288,225.762712,227,4
215,466,05-07-2019,1458,898.305085,161.694915,17,4
216,466,05-07-2019,1462,1000,180,17,4
217,466,05-07-2019,540,559.322034,100.677966,17,4
218,467,05-07-2019,521,627.118644,112.881356,16,4
219,468,05-07-2019,22,338.898305,61.001695,447,1
220,469,05-07-2019,814,1461.694915,263.105085,54,8
221,470,05-07-2019,1436,419.491525,75.508475,56,1
222,471,05-07-2019,949,2361.016949,424.983051,113,2
223,471,05-07-2019,950,1483.898305,267.101695,113,1
224,472,05-07-2019,196,847.457627,152.542373,17,2
225,473,05-07-2019,521,1191.525424,214.474576,80,8
226,474,05-07-2019,521,1254.237288,225.762712,474,8
227,475,05-07-2019,521,1254.237288,225.762712,405,8
228,476,05-07-2019,521,1254.237288,225.762712,317,8
229,477,05-07-2019,16,1144.067797,205.932203,30,6
230,478,06-07-2019,555,1312.40678,236.23322,143,4
231,479,06-07-2019,521,1254.237288,225.762712,411,8
232,479,06-07-2019,1458,1796.610169,323.389831,411,8
233,479,06-07-2019,1462,2000,360,411,8
234,480,06-07-2019,1458,853.38983,153.61017,181,4
235,480,06-07-2019,543,547.457627,98.542373,181,4
236,481,06-07-2019,521,595.762712,107.237288,181,4
237,481,06-07-2019,1458,853.38983,153.61017,181,4
238,481,06-07-2019,1462,950,171,181,4
239,482,06-07-2019,1462,1000,180,122,4
240,482,06-07-2019,1458,898.305085,161.694915,122,4
241,482,06-07-2019,521,627.118644,112.881356,122,4
242,483,06-07-2019,521,627.118644,112.881356,129,4
243,483,06-07-2019,1756,1338.983051,241.016949,129,4
244,484,06-07-2019,1691,665.254237,119.745763,230,1
245,484,06-07-2019,1293,887.601695,159.768305,230,1
246,484,06-07-2019,950,1468.644068,264.355932,230,1
247,485,06-07-2019,1475,199.152542,35.847458,185,1
248,486,06-07-2019,248,881.355932,158.644068,213,4
249,487,06-07-2019,814,1491.525424,268.474576,13,8
250,488,06-07-2019,814,1278.983051,230.216949,226,7
251,489,06-07-2019,254,2616.949152,471.050848,80,8
252,489,06-07-2019,207,1835.59322,330.40678,80,4
253,489,06-07-2019,234,724.576271,130.423729,80,2
254,490,06-07-2019,1756,669.491525,120.508475,150,2
255,491,06-07-2019,527,1391.186441,250.413559,415,8
256,492,06-07-2019,1460,1431.118644,257.601356,143,4
257,493,06-07-2019,814,1491.525424,268.474576,128,8
258,494,08-07-2019,543,864.40678,155.59322,290,6
259,494,08-07-2019,223,1474.576271,265.423729,290,4
260,494,08-07-2019,221,1322.033898,237.966102,290,6
261,494,08-07-2019,218,389.830508,70.169492,290,2
262,494,08-07-2019,189,1271.186441,228.813559,290,6
263,494,08-07-2019,192,1966.101695,353.898305,290,8
264,494,08-07-2019,1459,1461.016949,262.983051,290,4
265,495,08-07-2019,1394,2216.949153,399.050847,260,4
266,496,08-07-2019,1458,898.305085,161.694915,485,4
267,497,08-07-2019,1475,1194.915254,215.084746,481,6
268,498,08-07-2019,912,508.474576,91.525424,375,2
269,499,08-07-2019,247,772.881356,139.118644,80,4
270,500,08-07-2019,224,466.101695,83.898305,44,2
271,500,08-07-2019,221,415.254237,74.745763,44,2
272,501,08-07-2019,1502,359.322034,64.677966,254,2
273,502,09-07-2019,248,881.355932,158.644068,213,4
274,503,09-07-2019,212,720.720339,129.729661,52,1
275,504,09-07-2019,1083,596.847458,107.432542,67,1
276,505,09-07-2019,577,927.966102,167.033898,181,3
277,506,09-07-2019,1300,1368.644068,246.355932,106,2
278,507,09-07-2019,30,2059.762712,370.757288,290,4
279,508,09-07-2019,1462,500,90,134,2
280,509,09-07-2019,1458,426.694915,76.805085,106,2
281,509,09-07-2019,543,547.457627,98.542373,106,4
282,510,09-07-2019,573,1147.186441,206.493559,290,4
283,511,09-07-2019,1458,1796.610169,323.389831,211,8
284,511,09-07-2019,1462,2000,360,211,8
285,512,09-07-2019,1777,1387.288136,249.711864,458,4
286,513,09-07-2019,207,1893.559322,340.840678,54,4
287,514,09-07-2019,543,559.322034,100.677966,13,4
288,514,09-07-2019,540,576.271186,103.728814,13,4
289,515,09-07-2019,86,440.677966,79.322034,61,2
290,516,09-07-2019,524,1220.338983,219.661017,321,8
291,517,09-07-2019,524,610.169492,109.830508,465,4
292,518,09-07-2019,545,1457.627119,262.372881,59,8
293,519,09-07-2019,251,432.20339,77.79661,250,2
294,519,09-07-2019,1756,1338.983051,241.016949,250,4
295,520,09-07-2019,572,1161.559322,209.080678,424,4
296,521,09-07-2019,976,245.762712,44.237288,129,1
297,522,09-07-2019,1461,1694.915254,305.084746,317,4
298,523,09-07-2019,521,1254.237288,225.762712,415,8
299,524,09-07-2019,62,467.576271,84.163729,230,1
300,524,09-07-2019,5,325.627119,58.612881,230,1
301,524,09-07-2019,583,762.694915,137.285085,230,2
302,524,09-07-2019,527,715.864407,128.855593,230,4
303,524,09-07-2019,527,715.864407,128.855593,230,4
304,524,09-07-2019,530,220.330508,39.659492,230,1
305,524,09-07-2019,747,686.389831,123.550169,230,2
306,524,09-07-2019,952,1886.186441,339.513559,230,2
307,525,09-07-2019,1158,21610.16949,3889.830509,17,100
308,525,09-07-2019,814,4627.118644,832.881356,17,26
309,525,09-07-2019,882,1694.915254,305.084746,17,10
310,526,09-07-2019,98,1610.169492,289.830508,366,4
311,527,09-07-2019,247,772.881356,139.118644,80,4
312,527,09-07-2019,524,579.661017,104.338983,80,4
313,527,09-07-2019,540,2523.940678,454.309322,80,19
314,527,09-07-2019,543,2125.423729,382.576271,80,16
315,528,10-07-2019,540,548.135593,98.664407,301,4
316,528,10-07-2019,98,1661.016949,298.983051,301,4
317,528,10-07-2019,1462,490,88.2,301,2
318,528,10-07-2019,1458,440.169492,79.230508,301,2
319,529,10-07-2019,976,481.694915,86.705085,393,2
320,530,10-07-2019,540,548.135593,98.664407,106,4
321,531,10-07-2019,1462,2000,360,458,8
322,532,10-07-2019,1462,1959.322034,352.677966,226,8
323,533,10-07-2019,1462,475,85.5,57,2
324,534,10-07-2019,1458,898.305085,161.694915,336,4
325,534,10-07-2019,540,1118.644068,201.355932,336,8
326,535,10-07-2019,1458,449.152542,80.847458,101,2
327,535,10-07-2019,1462,500,90,101,2
328,536,10-07-2019,540,2711.864407,488.135593,298,20
329,537,10-07-2019,521,1254.237288,225.762712,272,8
330,538,10-07-2019,540,1118.644068,201.355932,290,8
331,538,10-07-2019,1462,1000,180,290,4
332,539,10-07-2019,86,197.245763,35.504237,52,1
333,540,10-07-2019,576,1000,180,424,4
334,540,10-07-2019,575,1101.694915,198.305085,424,4
335,540,10-07-2019,1460,1389.830508,250.169492,424,4
336,541,10-07-2019,582,1355.932203,244.067797,424,4
337,542,10-07-2019,234,2101.271186,378.228814,15,6
338,543,10-07-2019,1570,777.491525,139.948475,211,1
339,544,10-07-2019,950,1483.898305,267.101695,113,1
340,545,10-07-2019,569,2542.372881,457.627119,344,12
341,545,10-07-2019,559,2084.745763,375.254237,344,12
342,545,10-07-2019,540,2813.559322,506.440678,344,20
343,546,10-07-2019,543,2889.830508,520.169492,420,22
344,547,10-07-2019,16,389.830508,70.169492,497,2
345,548,10-07-2019,922,881.042373,158.587627,113,1
346,549,10-07-2019,688,2881.355932,518.644068,423,4
347,550,10-07-2019,251,864.40678,155.59322,474,4
348,551,10-07-2019,1917,516.949153,93.050847,106,2
349,552,10-07-2019,238,1908.474576,343.525424,230,4
350,552,10-07-2019,527,715.864407,128.855593,230,4
351,553,11-07-2019,1212,2542.372881,457.627119,488,4
352,554,11-07-2019,1458,466.101695,83.898305,86,2
353,554,11-07-2019,1462,500,90,86,2
354,555,11-07-2019,1033,2780.779661,500.540339,133,4
355,555,11-07-2019,1756,1338.983051,241.016949,133,4
356,556,11-07-2019,175,1050.847458,189.152542,44,4
357,557,11-07-2019,1477,323.728814,58.271186,13,1
358,558,11-07-2019,521,661.016949,118.983051,184,4
359,558,11-07-2019,526,661.016949,118.983051,184,4
360,558,11-07-2019,531,677.966102,122.033898,184,4
361,558,11-07-2019,532,881.355932,158.644068,184,4
362,559,11-07-2019,1459,365.254237,65.745763,404,1
363,560,11-07-2019,254,654.237288,117.762712,80,2
364,561,11-07-2019,1919,381.355932,68.644068,113,2
365,562,11-07-2019,1588,2237.288136,402.711864,413,16
366,562,11-07-2019,521,1254.237288,225.762712,413,8
367,562,11-07-2019,524,1220.338983,219.661017,413,8
368,563,11-07-2019,823,347.457627,62.542373,415,2
369,564,11-07-2019,524,1830.508475,329.491525,415,12
370,565,11-07-2019,197,1993.220339,358.779661,447,4
371,566,12-07-2019,540,1677.966102,302.033898,482,12
372,567,12-07-2019,243,1362.033898,245.166102,54,8
373,568,12-07-2019,218,1528.135593,275.064407,54,8
374,569,12-07-2019,1459,1463.423729,263.416271,424,4
375,570,12-07-2019,1460,1505.084746,270.915254,59,4
376,571,12-07-2019,1460,1389.830508,250.169492,424,4
377,571,12-07-2019,1459,1463.423729,263.416271,424,4
378,572,12-07-2019,1616,3016.949153,543.050847,423,4
379,573,12-07-2019,115,1169.152542,210.447458,140,2
380,574,12-07-2019,140,998.305085,179.694915,52,4
381,575,12-07-2019,882,1016.949153,183.050847,128,6
382,575,12-07-2019,1321,334.347458,60.182542,128,1
383,576,12-07-2019,1128,796.610169,143.389831,143,4
384,577,12-07-2019,1157,681.016949,122.583051,301,4
385,577,12-07-2019,1079,1451.728814,261.311186,301,4
386,577,12-07-2019,1678,664.40678,119.59322,301,4
387,578,12-07-2019,882,677.966102,122.033898,482,4
388,579,12-07-2019,532,1165.254237,209.745763,413,5
389,580,12-07-2019,1341,1457.627119,262.372881,482,8
390,581,12-07-2019,524,677.966102,122.033898,212,4
391,582,12-07-2019,1458,466.101695,83.898305,424,2
392,583,12-07-2019,1623,2164.20339,389.55661,230,4
393,583,12-07-2019,143,1690.677966,304.322034,230,4
394,584,13-07-2019,541,662.779661,119.300339,170,4
395,585,13-07-2019,540,559.322034,100.677966,13,4
396,585,13-07-2019,192,949.152542,170.847458,13,4
397,586,13-07-2019,192,928.813559,167.186441,298,4
398,587,13-07-2019,1756,3682.271186,662.808814,1,12
399,588,13-07-2019,540,1096.271186,197.328814,447,8
400,589,13-07-2019,248,881.355932,158.644068,213,4
401,590,13-07-2019,532,881.355932,158.644068,250,4
402,590,13-07-2019,531,1369.491525,246.508475,250,8
403,590,13-07-2019,527,694.915254,125.084746,250,4
404,591,13-07-2019,747,1271.186441,228.813559,17,4
405,592,13-07-2019,1806,3151.745763,567.314237,350,2
406,593,13-07-2019,247,5593.220339,1006.779661,226,30
407,593,13-07-2019,189,813.559322,146.440678,226,4
408,594,13-07-2019,1164,3177.966102,572.033898,61,4
409,595,13-07-2019,814,1677.966102,302.033898,61,9
410,596,13-07-2019,189,1594.576271,287.023729,54,8
411,596,13-07-2019,192,3720.677966,669.722034,54,16
412,596,13-07-2019,193,2092.881356,376.718644,54,8
413,596,13-07-2019,247,747.457627,134.542373,54,4
414,597,13-07-2019,247,762.711864,137.288136,494,4
415,597,13-07-2019,224,932.20339,167.79661,494,4
416,597,13-07-2019,192,949.152542,170.847458,494,4
417,598,13-07-2019,247,762.711864,137.288136,404,4
418,598,13-07-2019,540,559.322034,100.677966,404,4
419,598,13-07-2019,544,711.864407,128.135593,404,4
420,599,13-07-2019,251,847.118644,152.481356,250,4
421,600,13-07-2019,680,1298.745763,233.774237,420,2
422,601,13-07-2019,832,355.932203,64.067797,270,2
423,601,13-07-2019,251,2033.898305,366.101695,270,10
424,602,13-07-2019,1517,3310.169492,595.830508,336,6
425,603,13-07-2019,1678,711.864407,128.135593,447,4
426,604,13-07-2019,814,1491.525424,268.474576,270,8
427,605,13-07-2019,1766,579.20339,104.25661,143,2
428,606,13-07-2019,247,362.288136,65.211864,506,2
429,606,13-07-2019,192,901.694915,162.305085,506,4
430,606,13-07-2019,189,772.881356,139.118644,506,4
431,607,13-07-2019,995,532.186441,95.793559,185,2
432,608,13-07-2019,133,756.779661,136.220339,257,1
433,608,13-07-2019,135,682.20339,122.79661,257,1
434,609,15-07-2019,1749,1285.59322,231.40678,257,1
435,610,15-07-2019,164,864.40678,155.59322,44,4
436,611,15-07-2019,1830,465.084746,83.715254,301,2
437,611,15-07-2019,1919,747.457627,134.542373,301,4
438,611,15-07-2019,1638,979.661017,176.338983,301,4
439,611,15-07-2019,1641,1162.711864,209.288136,301,4
440,612,15-07-2019,251,1694.237288,304.962712,54,8
441,613,15-07-2019,1570,3047.762712,548.597288,57,4
442,614,15-07-2019,540,1118.644068,201.355932,191,8
443,615,15-07-2019,4,317.79661,57.20339,185,1
444,616,15-07-2019,1853,588.983051,106.016949,270,2
445,617,15-07-2019,189,847.457627,152.542373,44,4
446,617,15-07-2019,247,1144.067797,205.932203,44,6
447,618,15-07-2019,1797,727.813559,131.006441,113,2
448,619,15-07-2019,1919,2028.813559,365.186441,66,12
449,620,15-07-2019,192,1966.101695,353.898305,494,8
450,621,15-07-2019,247,813.559322,146.440678,290,4
451,622,15-07-2019,247,813.559322,146.440678,290,4
452,623,15-07-2019,1691,664.194915,119.555085,230,1
453,623,15-07-2019,1580,1152.542373,207.457627,230,4
454,623,15-07-2019,1654,1040.677966,187.322034,230,2
455,624,16-07-2019,540,1118.644068,201.355932,494,8
456,625,16-07-2019,1416,2122.644068,382.075932,267,4
457,626,16-07-2019,1588,610.169492,109.830508,257,4
458,627,16-07-2019,1097,695.762712,125.237288,402,1
459,628,16-07-2019,1874,885.59322,159.40678,66,4
460,629,16-07-2019,1477,590.932203,106.367797,101,2
461,630,16-07-2019,814,177.118644,31.881356,367,1
462,631,16-07-2019,198,1474.576271,265.423729,12,4
463,632,16-07-2019,1496,901.694915,162.305085,57,2
464,633,16-07-2019,540,2740.677966,493.322034,447,20
465,634,16-07-2019,577,1301.694915,234.305085,143,4
466,635,16-07-2019,1730,1381.355932,248.644068,57,2
467,636,16-07-2019,1473,796.610169,143.389831,474,4
468,637,16-07-2019,1475,796.610169,143.389831,336,4
469,638,16-07-2019,857,691.830508,124.529492,482,4
470,639,16-07-2019,1588,1677.966102,302.033898,494,12
471,640,16-07-2019,192,962.711864,173.288136,260,4
472,641,16-07-2019,1459,731.711864,131.708136,17,2
473,642,16-07-2019,192,1033.898305,186.101695,377,4
474,643,16-07-2019,192,2644.067797,475.932203,80,12
475,644,16-07-2019,192,258.474576,46.525424,236,1
476,645,16-07-2019,243,745.762712,134.237288,234,4
477,646,16-07-2019,224,932.20339,167.79661,272,4
478,647,16-07-2019,1925,360.161017,64.828983,218,1
479,648,16-07-2019,247,813.559322,146.440678,213,4
480,649,16-07-2019,86,440.677966,79.322034,61,2
481,650,16-07-2019,387,790.847458,142.352542,230,2
482,650,16-07-2019,255,483.050847,86.949153,230,2
483,650,16-07-2019,559,206.101695,37.098305,230,1
484,650,16-07-2019,559,206.101695,37.098305,230,1
485,651,17-07-2019,1878,704.694915,126.845085,257,1
486,652,17-07-2019,1819,729.661017,131.338983,27,1
487,653,17-07-2019,1128,796.610169,143.389831,321,4
488,653,17-07-2019,882,677.966102,122.033898,321,4
489,654,17-07-2019,743,869.491525,156.508475,80,4
490,655,17-07-2019,40,1144.067797,205.932203,125,2
491,656,17-07-2019,217,584.576271,105.223729,234,1
492,657,17-07-2019,1458,1122.881356,202.118644,176,5
493,657,17-07-2019,1462,1000,180,176,4
494,657,17-07-2019,1827,1030.508475,185.491525,176,4
495,658,17-07-2019,16,779.661017,140.338983,410,4
496,659,17-07-2019,223,1400.847458,252.152542,52,4
497,660,17-07-2019,673,208.313559,37.496441,80,1
498,661,17-07-2019,527,694.915254,125.084746,92,4
499,661,17-07-2019,526,728.813559,131.186441,92,4
500,661,17-07-2019,521,627.118644,112.881356,92,4
501,662,17-07-2019,248,830.508475,149.491525,44,4
502,662,17-07-2019,243,644.067797,115.932203,44,4
503,663,17-07-2019,86,3986.440678,717.559322,54,20
504,664,17-07-2019,1387,3269.559322,588.520678,474,4
